hgdp_id,population_id,population_name,country_of_origin,geo_region_of_origin,genotyping_id,sex
794,20,Orcadian,OrkneyIslands,EUROPE,938,F
795,20,Orcadian,OrkneyIslands,EUROPE,939,M
796,20,Orcadian,OrkneyIslands,EUROPE,940,F
797,20,Orcadian,OrkneyIslands,EUROPE,941,F
798,20,Orcadian,OrkneyIslands,EUROPE,942,M
799,20,Orcadian,OrkneyIslands,EUROPE,943,F
800,20,Orcadian,OrkneyIslands,EUROPE,944,F
802,20,Orcadian,OrkneyIslands,EUROPE,946,F
804,20,Orcadian,OrkneyIslands,EUROPE,948,M
805,20,Orcadian,OrkneyIslands,EUROPE,949,F
806,20,Orcadian,OrkneyIslands,EUROPE,950,F
807,20,Orcadian,OrkneyIslands,EUROPE,951,M
808,20,Orcadian,OrkneyIslands,EUROPE,952,M
1381,21,Adygei,Russia-Caucasus,EUROPE,955,F
1382,21,Adygei,Russia-Caucasus,EUROPE,956,F
1385,21,Adygei,Russia-Caucasus,EUROPE,959,M
1386,21,Adygei,Russia-Caucasus,EUROPE,960,F
1387,21,Adygei,Russia-Caucasus,EUROPE,962,F
1388,21,Adygei,Russia-Caucasus,EUROPE,963,F
1396,21,Adygei,Russia-Caucasus,EUROPE,964,M
1397,21,Adygei,Russia-Caucasus,EUROPE,965,M
1398,21,Adygei,Russia-Caucasus,EUROPE,966,F
1399,21,Adygei,Russia-Caucasus,EUROPE,967,F
1400,21,Adygei,Russia-Caucasus,EUROPE,968,F
1401,21,Adygei,Russia-Caucasus,EUROPE,969,F
1402,21,Adygei,Russia-Caucasus,EUROPE,970,M
1403,21,Adygei,Russia-Caucasus,EUROPE,971,M
1404,21,Adygei,Russia-Caucasus,EUROPE,972,M
879,22,Russian,Russia,EUROPE,974,M
880,22,Russian,Russia,EUROPE,975,M
881,22,Russian,Russia,EUROPE,976,F
882,22,Russian,Russia,EUROPE,977,M
883,22,Russian,Russia,EUROPE,978,M
884,22,Russian,Russia,EUROPE,979,F
885,22,Russian,Russia,EUROPE,980,F
886,22,Russian,Russia,EUROPE,981,M
887,22,Russian,Russia,EUROPE,982,M
888,22,Russian,Russia,EUROPE,983,M
889,22,Russian,Russia,EUROPE,984,F
891,22,Russian,Russia,EUROPE,986,M
892,22,Russian,Russia,EUROPE,987,M
893,22,Russian,Russia,EUROPE,988,M
894,22,Russian,Russia,EUROPE,989,M
895,22,Russian,Russia,EUROPE,990,M
896,22,Russian,Russia,EUROPE,991,M
897,22,Russian,Russia,EUROPE,992,M
898,22,Russian,Russia,EUROPE,993,F
899,22,Russian,Russia,EUROPE,994,F
900,22,Russian,Russia,EUROPE,995,M
901,22,Russian,Russia,EUROPE,996,F
902,22,Russian,Russia,EUROPE,997,F
903,22,Russian,Russia,EUROPE,998,F
1357,24,Basque,France,EUROPE,861,M
1358,24,Basque,France,EUROPE,862,M
1359,24,Basque,France,EUROPE,863,M
1360,24,Basque,France,EUROPE,864,M
1361,24,Basque,France,EUROPE,866,M
1362,24,Basque,France,EUROPE,867,M
1363,24,Basque,France,EUROPE,868,F
1364,24,Basque,France,EUROPE,869,M
1365,24,Basque,France,EUROPE,870,F
1366,24,Basque,France,EUROPE,871,F
1367,24,Basque,France,EUROPE,872,F
1368,24,Basque,France,EUROPE,873,F
1369,24,Basque,France,EUROPE,874,F
1370,24,Basque,France,EUROPE,875,M
1371,24,Basque,France,EUROPE,876,M
1372,24,Basque,France,EUROPE,878,M
1373,24,Basque,France,EUROPE,879,F
1374,24,Basque,France,EUROPE,880,M
1375,24,Basque,France,EUROPE,881,M
1376,24,Basque,France,EUROPE,882,M
1377,24,Basque,France,EUROPE,883,M
1378,24,Basque,France,EUROPE,884,M
1379,24,Basque,France,EUROPE,885,M
1380,24,Basque,France,EUROPE,886,F
511,25,French,France,EUROPE,832,M
512,25,French,France,EUROPE,833,M
513,25,French,France,EUROPE,834,F
514,25,French,France,EUROPE,835,F
515,25,French,France,EUROPE,836,M
516,25,French,France,EUROPE,837,F
517,25,French,France,EUROPE,838,F
518,25,French,France,EUROPE,839,M
519,25,French,France,EUROPE,840,M
520,25,French,France,EUROPE,841,F
521,25,French,France,EUROPE,842,M
522,25,French,France,EUROPE,843,M
523,25,French,France,EUROPE,844,F
524,25,French,France,EUROPE,845,F
525,25,French,France,EUROPE,846,M
526,25,French,France,EUROPE,847,F
527,25,French,France,EUROPE,848,F
528,25,French,France,EUROPE,849,M
529,25,French,France,EUROPE,850,F
530,25,French,France,EUROPE,851,M
531,25,French,France,EUROPE,852,F
533,25,French,France,EUROPE,854,M
534,25,French,France,EUROPE,855,F
535,25,French,France,EUROPE,856,F
536,25,French,France,EUROPE,857,F
537,25,French,France,EUROPE,858,F
538,25,French,France,EUROPE,859,M
539,25,French,France,EUROPE,860,F
1147,27,Italian,Italy-Bergamo,EUROPE,916,M
1149,27,Italian,Italy-Bergamo,EUROPE,917,M
1151,27,Italian,Italy-Bergamo,EUROPE,918,M
1152,27,Italian,Italy-Bergamo,EUROPE,919,M
1155,27,Italian,Italy-Bergamo,EUROPE,922,M
1156,27,Italian,Italy-Bergamo,EUROPE,923,F
1157,27,Italian,Italy-Bergamo,EUROPE,924,F
1171,27,Italian,Italy-Bergamo,EUROPE,925,F
1172,27,Italian,Italy-Bergamo,EUROPE,926,F
1173,27,Italian,Italy-Bergamo,EUROPE,927,M
1174,27,Italian,Italy-Bergamo,EUROPE,928,M
1177,27,Italian,Italy-Bergamo,EUROPE,929,F
665,28,Sardinian,Italy,EUROPE,888,M
666,28,Sardinian,Italy,EUROPE,889,M
667,28,Sardinian,Italy,EUROPE,890,F
668,28,Sardinian,Italy,EUROPE,891,M
669,28,Sardinian,Italy,EUROPE,892,F
670,28,Sardinian,Italy,EUROPE,893,M
671,28,Sardinian,Italy,EUROPE,894,M
672,28,Sardinian,Italy,EUROPE,895,F
673,28,Sardinian,Italy,EUROPE,896,F
674,28,Sardinian,Italy,EUROPE,897,M
1062,28,Sardinian,Italy,EUROPE,898,F
1064,28,Sardinian,Italy,EUROPE,900,F
1065,28,Sardinian,Italy,EUROPE,901,F
1066,28,Sardinian,Italy,EUROPE,902,M
1067,28,Sardinian,Italy,EUROPE,903,M
1068,28,Sardinian,Italy,EUROPE,904,F
1069,28,Sardinian,Italy,EUROPE,905,M
1070,28,Sardinian,Italy,EUROPE,906,F
1071,28,Sardinian,Italy,EUROPE,907,M
1072,28,Sardinian,Italy,EUROPE,908,F
1073,28,Sardinian,Italy,EUROPE,909,M
1074,28,Sardinian,Italy,EUROPE,910,F
1075,28,Sardinian,Italy,EUROPE,911,M
1076,28,Sardinian,Italy,EUROPE,912,M
1077,28,Sardinian,Italy,EUROPE,913,M
1078,28,Sardinian,Italy,EUROPE,914,F
1079,28,Sardinian,Italy,EUROPE,915,M
1161,29,Tuscan,Italy,EUROPE,930,M
1162,29,Tuscan,Italy,EUROPE,931,M
1163,29,Tuscan,Italy,EUROPE,932,M
1164,29,Tuscan,Italy,EUROPE,933,M
1166,29,Tuscan,Italy,EUROPE,934,M
1169,29,Tuscan,Italy,EUROPE,937,F
1253,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,136,M
1254,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,137,F
1255,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,138,M
1256,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,139,M
1257,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,140,M
1258,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,141,M
1259,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,142,M
1260,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,143,M
1261,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,144,M
1262,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,145,M
1263,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,146,M
1264,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,147,M
1265,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,148,M
1266,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,149,M
1267,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,150,F
1268,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,151,M
1269,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,152,M
1270,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,153,F
1271,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,154,M
1272,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,155,M
1273,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,156,F
1275,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,158,F
1276,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,159,F
1277,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,160,F
1278,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,161,M
1279,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,162,M
1280,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,163,F
1282,34,Mozabite,Algeria-Mzab,MIDDLE_EAST,165,M
607,36,Bedouin,Israel-Negev,MIDDLE_EAST,166,F
608,36,Bedouin,Israel-Negev,MIDDLE_EAST,167,M
609,36,Bedouin,Israel-Negev,MIDDLE_EAST,168,M
610,36,Bedouin,Israel-Negev,MIDDLE_EAST,169,M
612,36,Bedouin,Israel-Negev,MIDDLE_EAST,171,F
613,36,Bedouin,Israel-Negev,MIDDLE_EAST,172,F
614,36,Bedouin,Israel-Negev,MIDDLE_EAST,173,F
615,36,Bedouin,Israel-Negev,MIDDLE_EAST,174,F
616,36,Bedouin,Israel-Negev,MIDDLE_EAST,175,M
618,36,Bedouin,Israel-Negev,MIDDLE_EAST,177,M
619,36,Bedouin,Israel-Negev,MIDDLE_EAST,178,M
620,36,Bedouin,Israel-Negev,MIDDLE_EAST,179,M
621,36,Bedouin,Israel-Negev,MIDDLE_EAST,180,M
622,36,Bedouin,Israel-Negev,MIDDLE_EAST,181,M
623,36,Bedouin,Israel-Negev,MIDDLE_EAST,182,M
624,36,Bedouin,Israel-Negev,MIDDLE_EAST,183,M
625,36,Bedouin,Israel-Negev,MIDDLE_EAST,184,M
626,36,Bedouin,Israel-Negev,MIDDLE_EAST,185,M
627,36,Bedouin,Israel-Negev,MIDDLE_EAST,186,M
628,36,Bedouin,Israel-Negev,MIDDLE_EAST,187,M
629,36,Bedouin,Israel-Negev,MIDDLE_EAST,188,M
630,36,Bedouin,Israel-Negev,MIDDLE_EAST,189,M
631,36,Bedouin,Israel-Negev,MIDDLE_EAST,190,M
632,36,Bedouin,Israel-Negev,MIDDLE_EAST,191,F
634,36,Bedouin,Israel-Negev,MIDDLE_EAST,194,F
635,36,Bedouin,Israel-Negev,MIDDLE_EAST,195,F
636,36,Bedouin,Israel-Negev,MIDDLE_EAST,196,F
637,36,Bedouin,Israel-Negev,MIDDLE_EAST,197,F
638,36,Bedouin,Israel-Negev,MIDDLE_EAST,198,F
639,36,Bedouin,Israel-Negev,MIDDLE_EAST,199,M
640,36,Bedouin,Israel-Negev,MIDDLE_EAST,200,M
641,36,Bedouin,Israel-Negev,MIDDLE_EAST,201,M
642,36,Bedouin,Israel-Negev,MIDDLE_EAST,202,M
643,36,Bedouin,Israel-Negev,MIDDLE_EAST,203,F
644,36,Bedouin,Israel-Negev,MIDDLE_EAST,204,M
645,36,Bedouin,Israel-Negev,MIDDLE_EAST,206,M
646,36,Bedouin,Israel-Negev,MIDDLE_EAST,207,F
647,36,Bedouin,Israel-Negev,MIDDLE_EAST,208,F
648,36,Bedouin,Israel-Negev,MIDDLE_EAST,209,M
649,36,Bedouin,Israel-Negev,MIDDLE_EAST,210,F
650,36,Bedouin,Israel-Negev,MIDDLE_EAST,211,F
651,36,Bedouin,Israel-Negev,MIDDLE_EAST,212,F
653,36,Bedouin,Israel-Negev,MIDDLE_EAST,214,F
654,36,Bedouin,Israel-Negev,MIDDLE_EAST,215,M
701,36,Bedouin,Israel-Negev,MIDDLE_EAST,216,F
557,37,Druze,Israel-Carmel,MIDDLE_EAST,218,F
558,37,Druze,Israel-Carmel,MIDDLE_EAST,219,F
559,37,Druze,Israel-Carmel,MIDDLE_EAST,220,F
560,37,Druze,Israel-Carmel,MIDDLE_EAST,221,F
561,37,Druze,Israel-Carmel,MIDDLE_EAST,222,F
562,37,Druze,Israel-Carmel,MIDDLE_EAST,223,M
563,37,Druze,Israel-Carmel,MIDDLE_EAST,224,F
564,37,Druze,Israel-Carmel,MIDDLE_EAST,225,F
565,37,Druze,Israel-Carmel,MIDDLE_EAST,226,F
566,37,Druze,Israel-Carmel,MIDDLE_EAST,227,F
567,37,Druze,Israel-Carmel,MIDDLE_EAST,228,F
568,37,Druze,Israel-Carmel,MIDDLE_EAST,229,F
569,37,Druze,Israel-Carmel,MIDDLE_EAST,230,F
571,37,Druze,Israel-Carmel,MIDDLE_EAST,232,F
573,37,Druze,Israel-Carmel,MIDDLE_EAST,234,F
574,37,Druze,Israel-Carmel,MIDDLE_EAST,235,F
575,37,Druze,Israel-Carmel,MIDDLE_EAST,236,F
576,37,Druze,Israel-Carmel,MIDDLE_EAST,237,M
577,37,Druze,Israel-Carmel,MIDDLE_EAST,238,F
578,37,Druze,Israel-Carmel,MIDDLE_EAST,239,F
579,37,Druze,Israel-Carmel,MIDDLE_EAST,240,F
580,37,Druze,Israel-Carmel,MIDDLE_EAST,241,M
581,37,Druze,Israel-Carmel,MIDDLE_EAST,242,F
582,37,Druze,Israel-Carmel,MIDDLE_EAST,243,F
583,37,Druze,Israel-Carmel,MIDDLE_EAST,244,F
584,37,Druze,Israel-Carmel,MIDDLE_EAST,245,F
586,37,Druze,Israel-Carmel,MIDDLE_EAST,247,F
587,37,Druze,Israel-Carmel,MIDDLE_EAST,248,F
588,37,Druze,Israel-Carmel,MIDDLE_EAST,249,M
590,37,Druze,Israel-Carmel,MIDDLE_EAST,251,F
591,37,Druze,Israel-Carmel,MIDDLE_EAST,252,F
594,37,Druze,Israel-Carmel,MIDDLE_EAST,254,M
595,37,Druze,Israel-Carmel,MIDDLE_EAST,255,M
597,37,Druze,Israel-Carmel,MIDDLE_EAST,256,M
598,37,Druze,Israel-Carmel,MIDDLE_EAST,257,M
599,37,Druze,Israel-Carmel,MIDDLE_EAST,258,M
600,37,Druze,Israel-Carmel,MIDDLE_EAST,259,M
601,37,Druze,Israel-Carmel,MIDDLE_EAST,260,F
602,37,Druze,Israel-Carmel,MIDDLE_EAST,261,M
604,37,Druze,Israel-Carmel,MIDDLE_EAST,263,M
606,37,Druze,Israel-Carmel,MIDDLE_EAST,265,F
675,38,Palestinian,Israel-Central,MIDDLE_EAST,266,M
676,38,Palestinian,Israel-Central,MIDDLE_EAST,267,M
677,38,Palestinian,Israel-Central,MIDDLE_EAST,268,M
678,38,Palestinian,Israel-Central,MIDDLE_EAST,269,M
679,38,Palestinian,Israel-Central,MIDDLE_EAST,270,F
680,38,Palestinian,Israel-Central,MIDDLE_EAST,271,F
682,38,Palestinian,Israel-Central,MIDDLE_EAST,273,F
683,38,Palestinian,Israel-Central,MIDDLE_EAST,274,F
684,38,Palestinian,Israel-Central,MIDDLE_EAST,275,F
685,38,Palestinian,Israel-Central,MIDDLE_EAST,276,F
686,38,Palestinian,Israel-Central,MIDDLE_EAST,277,F
687,38,Palestinian,Israel-Central,MIDDLE_EAST,278,F
688,38,Palestinian,Israel-Central,MIDDLE_EAST,279,F
689,38,Palestinian,Israel-Central,MIDDLE_EAST,280,F
690,38,Palestinian,Israel-Central,MIDDLE_EAST,281,F
691,38,Palestinian,Israel-Central,MIDDLE_EAST,282,F
692,38,Palestinian,Israel-Central,MIDDLE_EAST,283,F
693,38,Palestinian,Israel-Central,MIDDLE_EAST,284,F
694,38,Palestinian,Israel-Central,MIDDLE_EAST,285,F
696,38,Palestinian,Israel-Central,MIDDLE_EAST,287,F
697,38,Palestinian,Israel-Central,MIDDLE_EAST,290,F
699,38,Palestinian,Israel-Central,MIDDLE_EAST,292,F
700,38,Palestinian,Israel-Central,MIDDLE_EAST,293,F
722,38,Palestinian,Israel-Central,MIDDLE_EAST,294,M
723,38,Palestinian,Israel-Central,MIDDLE_EAST,295,M
724,38,Palestinian,Israel-Central,MIDDLE_EAST,296,M
725,38,Palestinian,Israel-Central,MIDDLE_EAST,297,M
726,38,Palestinian,Israel-Central,MIDDLE_EAST,298,M
727,38,Palestinian,Israel-Central,MIDDLE_EAST,299,M
729,38,Palestinian,Israel-Central,MIDDLE_EAST,302,M
730,38,Palestinian,Israel-Central,MIDDLE_EAST,303,M
731,38,Palestinian,Israel-Central,MIDDLE_EAST,304,M
732,38,Palestinian,Israel-Central,MIDDLE_EAST,305,M
733,38,Palestinian,Israel-Central,MIDDLE_EAST,306,M
734,38,Palestinian,Israel-Central,MIDDLE_EAST,307,M
735,38,Palestinian,Israel-Central,MIDDLE_EAST,308,F
736,38,Palestinian,Israel-Central,MIDDLE_EAST,309,F
737,38,Palestinian,Israel-Central,MIDDLE_EAST,310,F
738,38,Palestinian,Israel-Central,MIDDLE_EAST,311,F
739,38,Palestinian,Israel-Central,MIDDLE_EAST,312,F
741,38,Palestinian,Israel-Central,MIDDLE_EAST,314,F
744,38,Palestinian,Israel-Central,MIDDLE_EAST,317,F
745,38,Palestinian,Israel-Central,MIDDLE_EAST,318,F
746,38,Palestinian,Israel-Central,MIDDLE_EAST,319,F
52,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,346,M
54,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,347,M
56,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,348,M
57,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,349,M
58,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,350,M
60,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,351,M
62,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,352,M
64,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,353,M
66,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,354,M
68,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,355,M
70,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,356,M
72,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,357,M
74,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,358,M
76,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,359,M
78,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,360,M
80,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,361,M
82,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,362,M
86,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,364,M
88,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,365,M
90,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,366,M
92,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,367,M
94,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,368,M
96,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,369,M
98,50,Balochi,Pakistan,CENTRAL_SOUTH_ASIA,370,M
1,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,321,M
3,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,322,M
5,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,323,M
7,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,324,M
9,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,325,M
11,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,326,M
13,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,327,M
15,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,328,M
17,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,329,M
19,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,330,M
21,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,331,M
23,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,332,M
25,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,333,M
27,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,334,M
29,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,335,M
31,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,336,M
35,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,338,M
37,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,339,M
39,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,340,M
41,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,341,M
43,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,342,M
45,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,343,M
47,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,344,M
49,51,Brahui,Pakistan,CENTRAL_SOUTH_ASIA,345,M
336,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,504,F
338,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,505,F
341,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,506,M
346,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,507,M
356,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,509,F
359,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,510,M
364,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,511,M
371,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,512,F
372,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,513,M
376,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,514,M
382,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,515,M
388,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,516,M
392,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,517,M
397,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,518,M
407,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,520,M
412,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,521,M
417,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,522,M
423,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,523,M
428,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,524,M
433,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,525,M
438,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,526,M
444,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,527,F
445,52,Burusho,Pakistan,CENTRAL_SOUTH_ASIA,528,M
99,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,371,M
100,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,372,M
102,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,373,M
103,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,374,M
104,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,375,M
105,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,376,M
106,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,377,M
108,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,378,M
109,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,379,M
110,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,380,M
112,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,382,M
115,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,386,M
116,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,387,M
118,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,388,M
119,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,389,M
120,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,390,M
121,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,391,M
122,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,392,M
124,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,393,M
125,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,394,M
127,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,395,M
129,54,Hazara,Pakistan,CENTRAL_SOUTH_ASIA,398,M
267,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,476,M
274,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,477,F
277,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,478,M
279,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,479,M
281,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,480,M
285,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,482,M
286,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,483,F
288,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,484,M
290,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,485,M
298,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,487,F
302,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,488,M
304,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,489,F
307,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,490,M
309,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,491,M
311,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,492,M
313,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,494,M
315,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,495,M
319,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,496,M
323,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,498,F
326,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,499,M
328,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,500,M
330,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,501,M
333,56,Kalash,Pakistan,CENTRAL_SOUTH_ASIA,502,M
130,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,399,M
131,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,401,M
133,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,402,M
134,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,403,M
135,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,404,M
136,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,405,M
137,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,406,M
139,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,407,M
140,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,408,M
141,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,409,M
143,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,410,M
144,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,411,M
145,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,412,M
146,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,413,M
148,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,414,M
149,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,415,M
150,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,416,M
151,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,417,F
153,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,418,F
154,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,419,F
155,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,420,F
157,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,421,F
158,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,422,M
160,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,423,M
161,57,Makrani,Pakistan,CENTRAL_SOUTH_ASIA,424,M
